Artist,Album,Track,Song_Length_Sec
Jack's Mannequin & Mick Fleetwood,The Beast Live,Phantom Of The Opera,418
Buddy Guy,Alcohol Fueled Brewtality Live! [Disc 2],Snowblind,420
Simply Red,Houses Of The Holy,No Quarter,420
Frank Zappa & Captain Beefheart,Minha Historia,Voce Nao Entende Nada - Cotidiano,421
The King's Singers,Vinicius De Moraes,A Bencao E Outros,421
Pearl Jam,The Return Of The Space Cowboy,Scam,422
Miles Davis,Outbreak,Otay,423
Jamiroquai,Use Your Illusion II,Breakdown,424
Santana Feat. Everlast,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Knocking At Your Back Door,424
Gustavo & Andres Veiga & Salazar,Dark Side Of The Moon,Time,425
Judas Priest,Dance Of Death,Journeyman,427
Smashing Pumpkins,IV,When The Levee Breaks,427
Academy of St. Martin in the Fields & Sir Neville Marriner,The Doors,Light My Fire,428
Lenny Kravitz,Iron Maiden,05 - Phantom of the Opera,428
Olodum,The Number of The Beast,Hallowed Be Thy Name,428
Scorpions,Pearl Jam,Inside Job,428
Zeca Pagodinho,St. Anger,The Unnamed Feeling,429
Raimundos,Living After Midnight,Victim Of Change (Live),430
Vinícius De Moraes,The Cream Of Clapton,Layla,430
Zeca Pagodinho,St. Anger,Shoot Me Again,430
Jimi Hendrix,A Matter of Life and Death,Hallowed Be Thy Name (Live) [Non Album Bonus Track],431
Jota Quest,A Real Live One,Fear Of The Dark,431
Marisa Monte,Live At Donington 1992 (Disc 1),Fear Of The Dark,431
Santana,Deep Purple In Rock,Hard Lovin' Man,431
Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Stone Crazy,433
U2,Kill 'Em All,The Four Horsemen,433
João Suplicy,Brave New World,Blood Brothers,434
Mônica Marianno,Rock In Rio [CD1],Blood Brothers,435
BackBeat,Plays Metallica By Four Cellos,Master Of Puppets,436
Led Zeppelin,Sozinho Remix Ao Vivo,Sozinho (Hitmakers Classic Mix),436
Legião Urbana,Fear Of The Dark,Fear Of The Dark,436
Otto,New Adventures In Hi-Fi,Leave,437
Os Cariocas,Into The Light,River Song,439
Marvin Gaye,Live At Donington 1992 (Disc 2),Heaven Can Wait,440
Judas Priest,Dance Of Death,No More Lies,441
Marillion,Live After Death,Phantom Of The Opera,441
O Terço,Somewhere in Time,Heaven Can Wait,441
Zeca Pagodinho,St. Anger,St. Anger,441
Jimi Hendrix,A Matter of Life and Death,The Reincarnation of Benjamin Breeg,442
Santana Feat. Rob Thomas,Machine Head,Lazy,442
Mötley Crüe,Rock In Rio [CD2],Hallowed Be Thy Name,443
Os Paralamas Do Sucesso,The X Factor,Fortunes Of War,443
Jimi Hendrix,A Matter of Life and Death,Lord of Light,444
Matisyahu,No More Tears (Remastered),No More Tears,444
Stone Temple Pilots,Led Zeppelin III,Since I've Been Loving You,444
Motörhead,Piece Of Mind,To Tame A Land,445
O Terço,Somewhere in Time,Caught Somewhere in Time,445
The Office,...And Justice For All,One,446
English Concert & Trevor Pinnock,[1997] Black Light Syndrome,Duende,447
Marvin Gaye,Live At Donington 1992 (Disc 2),Hallowed Be Thy Name,447
Jota Quest,A Real Live One,Heaven Can Wait,448
Marillion,Live After Death,Hallowed Be Thy Name,451
Santana Feat. Lauryn Hill & Cee-Lo,Purpendicular,Sometimes I Feel Like Screaming,451
R.E.M. Feat. Kate Pearson,Jorge Ben Jor 25 Anos,País Tropical,452
A Cor Do Som,MK III The Final Concerts [Disc 1],Burn,453
Marillion,Live After Death,Powerslave,454
Body Count,The Best Of Billy Cobham,Snoopy's search-Red baron,456
Velvet Revolver,ReLoad,Low Man's Lyric,457
"Anne-Sophie Mutter, Herbert Von Karajan & Wiener Philharmoniker",Live [Disc 1],Wiser Time,459
Simply Red,Houses Of The Holy,The Rain Song,459
Mötley Crüe,Rock In Rio [CD2],Fear Of The Dark,460
Gustavo & Andres Veiga & Salazar,Dark Side Of The Moon,Us And Them,461
Jamiroquai,Use Your Illusion II,Civil War,461
Michael Tilson Thomas & San Francisco Symphony,Van Halen III,Once,462
Cássia Eller,The Real Thing,War Pigs,464
Santana Feat. Everlast,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Smoke On The Water,464
The Office,...And Justice For All,The Frayed Ends Of Sanity,464
Jimi Hendrix,A Matter of Life and Death,The Longest Day,467
The Postal Service,Tribute,Suicide Solution (With Guitar Solo),467
Eric Clapton,One By One,Come Back,469
Lost,Garage Inc. (Disc 2),Am I Evil?,470
Joe Satriani,A Real Dead One,Hallowed Be Thy Name,471
Pedro Luís & A Parede,Garage Inc. (Disc 1),Loverman,472
Vinícius E Qurteto Em Cy,Unplugged,Old Love,472
"Edson, DJ Marky & DJ Patife Featuring Fernanda Porto",The Essential Miles Davis [Disc 2],Nefertiti,473
Luciana Souza/Romero Lubambo,Judas 0: B-Sides and Rarities,Aeroplane Flies High,473
Marvin Gaye,Live At Donington 1992 (Disc 2),Running Free,474
Habib Koité and Bamada,Santana Live,Evil Ways,475
Barão Vermelho,The Essential Miles Davis [Disc 1],Bye Bye Blackbird,476
Marisa Monte,Live At Donington 1992 (Disc 1),The Evil That Men Do,478
Santana,Deep Purple In Rock,Flight Of The Rat,478
Royal Philharmonic Orchestra & Sir Thomas Beecham,No Security,Out Of Control,479
Smashing Pumpkins,IV,Stairway To Heaven,481
Various Artists,Prenda Minha,Terra,482
Ozzy Osbourne,Virtual XI,Don't Look To The Eyes Of A Stranger,483
The Postal Service,Tribute,Steal Away (The Night),485
"Edson, DJ Marky & DJ Patife Featuring Fernanda Porto",The Essential Miles Davis [Disc 2],Petits Machins (Little Stuff),487
Os Paralamas Do Sucesso,The X Factor,The Unbeliever,490
Antônio Carlos Jobim,Jagged Little Pill,You Oughta Know (Alternate),491
Cássia Eller,The Real Thing,The Real Thing,493
Chico Buarque,Black Sabbath Vol. 4 (Remaster),Wheels Of Confusion / The Straightener,494
Cidade Negra,Chemical Wedding,Book Of Thel,494
Marvin Gaye,Live At Donington 1992 (Disc 2),Iron Maiden,494
Seu Jorge,Blood Sugar Sex Magik,Sir Psycho Sexy,496
Van Halen,Master Of Puppets,Disposable Heroes,496
Velvet Revolver,ReLoad,Fixxxer,496
"Roger Norrington, London Classical Players","LOST, Season 4",LOST In 8:15,497
UB40,Load,Bleeding Me,497
Santana Feat. Dave Matthews,Fireball,Fools,500
Van Halen,Master Of Puppets,Orion,500
"C. Monteverdi, Nigel Rogers - Chiaroscuro; London Baroque; London Cornett & Sackbu",Allegri: Miserere,"Miserere mei, Deus",501
Alberto Turco & Nova Schola Gregoriana,Core,Where The River Goes,505
"Hilary Hahn, Jeffrey Kahane, Los Angeles Chamber Orchestra & Margaret Batjer",Live [Disc 2],Title Song,505
The Black Crowes,The Song Remains The Same (Disc 1),Rain Song,505
Zeca Pagodinho,St. Anger,Some Kind Of Monster,505
João Suplicy,Brave New World,The Thin Line Between Love & Hate,506
Judas Priest,Dance Of Death,Paschendale,508
Kid Abelha,Physical Graffiti [Disc 1],Kashmir,508
Soundgarden,Led Zeppelin I,How Many More Times,508
Cidade Negra,Chemical Wedding,The Alchemist,509
Zeca Pagodinho,St. Anger,Invisible Kid,510
Passengers,Emergency On Planet Earth,Blow Your Mind,512
English Concert & Trevor Pinnock,[1997] Black Light Syndrome,Dark Corners,513
Sir Georg Solti & Wiener Philharmoniker,My Generation - The Very Best Of The Who,Won't Get Fooled Again (Full Length Version),513
Michael Tilson Thomas & San Francisco Symphony,Van Halen III,Year to the Day,514
O Terço,Somewhere in Time,Alexander the Great,515
Philharmonia Orchestra & Sir Neville Marriner,Speak of the Devil,War Pigs,515
Van Halen,Master Of Puppets,Master Of Puppets,515
Judas Priest,Dance Of Death,Dance Of Death,516
Milton Nascimento,Minha História,A E O Z,518
Cake,Retrospective I (1974-1980),By-Tor And The Snow Dog,519
Jamiroquai,Use Your Illusion II,Locomotive,522
English Concert & Trevor Pinnock,[1997] Black Light Syndrome,Black Light Syndrome,526
Foo Fighters,Roda De Funk,Whistle Stop,526
Jimi Hendrix,A Matter of Life and Death,Brighter Than a Thousand Suns,526
System Of A Down,Physical Graffiti [Disc 2],In The Light,526
Zeca Pagodinho,St. Anger,All Within My Hands,527
Chris Cornell,In Step,Riviera Paradise,528
JET,Blue Moods,She Wears Black,528
English Concert & Trevor Pinnock,[1997] Black Light Syndrome,Chaos-Control,529
Pearl Jam,The Return Of The Space Cowboy,Just Another Story,529
Red Hot Chili Peppers,BBC Sessions [Disc 2] [Live],Stairway To Heaven,529
Whitesnake,Ride The Lightning,The Call Of Ktulu,534
James Brown,Use Your Illusion I,November Rain,537
Ozzy Osbourne,Virtual XI,The Clansman,539
The Doors,Mais Do Mesmo,Faroeste Caboclo,543
Barão Vermelho,The Essential Miles Davis [Disc 1],Someday My Prince Will Come,544
Pedro Luís & A Parede,Garage Inc. (Disc 1),Tuesday's Gone,545
João Suplicy,Brave New World,The Nomad,546
Xis,Ten,Release,546
Incognito,American Idiot,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,548
English Concert & Trevor Pinnock,[1997] Black Light Syndrome,Falling in Circles,549
Philharmonia Orchestra & Sir Neville Marriner,Speak of the Devil,Iron Man/Children of the Grave,552
Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],No More Tears,555
Incognito,American Idiot,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,558
Mötley Crüe,Rock In Rio [CD2],The Clansman,559
João Suplicy,Brave New World,Dream Of Mirrors,561
Jimi Hendrix,A Matter of Life and Death,The Legacy,562
Jamiroquai,Use Your Illusion II,Estranged,563
Barão Vermelho,The Essential Miles Davis [Disc 1],So What,564
Jimi Hendrix,A Matter of Life and Death,For the Greater Good of God,564
"Terry Bozzio, Tony Levin & Steve Stevens",Presence,Tea For One,566
The Who,Misplaced Childhood,Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,569
Cake,Retrospective I (1974-1980),La Villa Strangiato,577
Mötley Crüe,Rock In Rio [CD2],Dream Of Mirrors,578
Body Count,The Best Of Billy Cobham,Stratus,582
English Concert & Trevor Pinnock,[1997] Black Light Syndrome,Book of Hours,583
The Office,...And Justice For All,...And Justice For All,585
The Office,...And Justice For All,To Live Is To Die,588
UB40,Load,The Outlaw Torn,588
Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Talkin' 'Bout Women Obviously,589
Maurizio Pollini,The Best Of 1980-1990,All I Want Is You,591
Aisha Duo,Santana - As Years Go By,Jingo,592
Ozzy Osbourne,Virtual XI,The Angel And The Gambler,592
Nirvana,Seventh Son of a Seventh Son,Seventh Son of a Seventh Son,593
Santana Feat. Everlast,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Child In Time (Son Of Aleric - Instrumental),602
James Brown,Use Your Illusion I,Coma,616
Passengers,Emergency On Planet Earth,Revolution 1993,616
A Cor Do Som,MK III The Final Concerts [Disc 1],Smoke On The Water,618
Habib Koité and Bamada,Santana Live,The Way You Do To Mer,618
Jorge Vercilo,BBC Sessions [Disc 1] [Live],You Shook Me(2),619
Santana,Deep Purple In Rock,Child In Time,620
"Terry Bozzio, Tony Levin & Steve Stevens",Presence,Achilles Last Stand,625
Aisha Duo,Santana - As Years Go By,La Puesta Del Sol,628
Skank,In Through The Out Door,Carouselambra,634
Aisha Duo,Santana - As Years Go By,Fried Neckbones And Home Fries,638
Caetano Veloso,Black Sabbath,Sleeping Village,644
Mônica Marianno,Rock In Rio [CD1],Sign Of The Cross,649
The Clash,The Song Remains The Same (Disc 2),Stairway To Heaven,657
Miles Davis,Outbreak,Outbreak,659
Green Day,"Chronicle, Vol. 1",I Heard It Through The Grapevine,664
Kid Abelha,Physical Graffiti [Disc 1],In My Time Of Dying,666
Cake,Retrospective I (1974-1980),Xanadu,667
Pedro Luís & A Parede,Garage Inc. (Disc 1),Mercyful Fate,671
Michele Campanella,Temple of the Dog,Reach Down,672
Baby Consuelo,Bongo Fury,Advance Romance,677
Os Paralamas Do Sucesso,The X Factor,Sign Of The Cross,678
Academy of St. Martin in the Fields & Sir Neville Marriner,The Doors,The End,701
Jorge Vercilo,BBC Sessions [Disc 1] [Live],How Many More Times,711
Aisha Duo,Santana - As Years Go By,El Corazon Manda,713
Jorge Ben,Supernatural,The Calling,747
The Clash,The Song Remains The Same (Disc 2),No Quarter,749
A Cor Do Som,MK III The Final Concerts [Disc 1],Mistreated,758
Metallica,The Final Concerts (Disc 2),You Fool No One (Alternate Version),763
The Clash,The Song Remains The Same (Disc 2),Moby Dick,766
Marillion,Live After Death,Rime Of The Ancient Mariner,789
A Cor Do Som,MK III The Final Concerts [Disc 1],You Fool No One,804
Barão Vermelho,The Essential Miles Davis [Disc 1],Walkin',807
Motörhead & Girlschool,Powerslave,Rime of the Ancient Mariner,816
Red Hot Chili Peppers,BBC Sessions [Disc 2] [Live],Whole Lotta Love (Medley),825
"Edson, DJ Marky & DJ Patife Featuring Fernanda Porto",The Essential Miles Davis [Disc 2],Miles Runs The Voodoo Down,843
Habib Koité and Bamada,Santana Live,Just Ain't Good Enough,850
Metallica,The Final Concerts (Disc 2),Mistreated (Alternate Version),854
The Clash,The Song Remains The Same (Disc 2),Whole Lotta Love,863
English Concert & Trevor Pinnock,[1997] Black Light Syndrome,The Sun Road,880
Aisha Duo,Santana - As Years Go By,Santana Jam,882
"Edson, DJ Marky & DJ Patife Featuring Fernanda Porto",The Essential Miles Davis [Disc 2],My Funny Valentine (Live),907
Metallica,The Final Concerts (Disc 2),Going Down / Highway Star,913
Habib Koité and Bamada,Santana Live,Funky Piano,934
Habib Koité and Bamada,Santana Live,We've Got To Get Together/Jingo,1070
Red Hot Chili Peppers,BBC Sessions [Disc 2] [Live],Dazed And Confused,1116
Metallica,The Final Concerts (Disc 2),Space Truckin',1196
Christopher O'Riley,"The Office, Season 2",Michael's Birthday,1237
Christopher O'Riley,"The Office, Season 2",The Dundies,1253
Christopher O'Riley,"The Office, Season 2",The Carpet,1264
Christopher O'Riley,"The Office, Season 2",The Secret,1264
Christopher O'Riley,"The Office, Season 2",Booze Cruise,1267
Christopher O'Riley,"The Office, Season 2",Take Your Daughter to Work Day,1268
Fretwork,"The Office, Season 3",Product Recall,1268
Christopher O'Riley,"The Office, Season 2",Valentine's Day,1270
Fretwork,"The Office, Season 3",Back from Vacation,1271
Fretwork,"The Office, Season 3",Ben Franklin,1271
Fretwork,"The Office, Season 3",Phyllis's Wedding,1271
Fretwork,"The Office, Season 3",Safety Training,1271
Fretwork,"The Office, Season 3",Cocktails,1272
Fretwork,"The Office, Season 3",The Convict,1273
Christopher O'Riley,"The Office, Season 2",Conflict Resolution,1274
Christopher O'Riley,"The Office, Season 2",The Injury,1275
Fretwork,"The Office, Season 3",The Coup,1276
Christopher O'Riley,"The Office, Season 2",Boys and Girls,1278
Christopher O'Riley,"The Office, Season 2",Drug Testing,1278
Christopher O'Riley,"The Office, Season 2",Dwight's Speech,1278
Fretwork,"The Office, Season 3",Diwali,1279
Fretwork,"The Office, Season 3",The Initiation,1280
Christopher O'Riley,"The Office, Season 2",Christmas Party,1282
Fretwork,"The Office, Season 3",Grief Counseling,1282
Christopher O'Riley,"The Office, Season 2",The Fire,1288
Fretwork,"The Office, Season 3",Traveling Salesmen,1289
Christopher O'Riley,"The Office, Season 2",Office Olympics,1290
Christopher O'Riley,"The Office, Season 2",Performance Review,1292
Christopher O'Riley,"The Office, Season 2",Sexual Harassment,1294
Fretwork,"The Office, Season 3",The Convention,1297
Christopher O'Riley,"The Office, Season 2",The Client,1299
Fretwork,"The Office, Season 3",Business School,1302
"Sir Georg Solti, Sumi Jo & Wiener Philharmoniker","The Office, Season 1",Diversity Day,1306
Christopher O'Riley,"The Office, Season 2",Halloween,1315
"Sir Georg Solti, Sumi Jo & Wiener Philharmoniker","The Office, Season 1",The Alliance,1317
Christopher O'Riley,"The Office, Season 2",The Fight,1320
"Sir Georg Solti, Sumi Jo & Wiener Philharmoniker","The Office, Season 1",Health Care,1321
"Sir Georg Solti, Sumi Jo & Wiener Philharmoniker","The Office, Season 1",Basketball,1323
"Sir Georg Solti, Sumi Jo & Wiener Philharmoniker","The Office, Season 1",Hot Girl,1325
Fretwork,"The Office, Season 3",Gay Witch Hunt,1326
Christopher O'Riley,"The Office, Season 2",Email Surveillance,1328
"Sir Georg Solti, Sumi Jo & Wiener Philharmoniker","The Office, Season 1",The Office: An American Workplace (Pilot),1380
The Black Crowes,The Song Remains The Same (Disc 1),Dazed And Confused,1612
Fretwork,"The Office, Season 3",Beach Games,1676
Fretwork,"The Office, Season 3",Producer's Cut: The Return,1700
Fretwork,"The Office, Season 3",The Return,1705
Christopher O'Riley,"The Office, Season 2",Casino Night - Season Finale,1712
Fretwork,"The Office, Season 3",Women's Appreciation,1732
Fretwork,"The Office, Season 3",The Negotiation,1767
Fretwork,"The Office, Season 3",The Merger,1801
Fretwork,"The Office, Season 3",Branch Closing,1822
Aaron Copland & London Symphony Orchestra,"Lost, Season 1","Lost (Pilot, Part 2)",2436
Ton Koopman,"Lost, Season 2","Live Together, Die Alone, Pt. 1",2478
Otto Klemperer & Philharmonia Orchestra,Aquaman,Pilot,2484
"Roger Norrington, London Classical Players","LOST, Season 4","Past, Present, and Future",2492
"Roger Norrington, London Classical Players","LOST, Season 4","There's No Place Like Home, Pt. 2",2497
Aaron Copland & London Symphony Orchestra,"Lost, Season 1",Homecoming,2515
Fretwork,"The Office, Season 3","A Benihana Christmas, Pts. 1 & 2",2519
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Hiros,2533
Fretwork,"The Office, Season 3",The Job,2541
Aaron Copland & London Symphony Orchestra,"Lost, Season 1","Lost (Pilot, Part 1) [Premiere]",2548
Aaron Copland & London Symphony Orchestra,"Lost, Season 1",All the Best Cowboys Have Daddy Issues,2555
Boston Symphony Orchestra & Seiji Ozawa,"Lost, Season 3",Catch-22,2561
Boston Symphony Orchestra & Seiji Ozawa,"Lost, Season 3",Further Instructions,2563
Luciano Pavarotti,"Battlestar Galactica, Season 3",A Measure of Salvation,2563
Ton Koopman,"Lost, Season 2",...And Found,2563
Ton Koopman,"Lost, Season 2",Adrift,2564
Ton Koopman,"Lost, Season 2",Collision,2564
Aaron Copland & London Symphony Orchestra,"Lost, Season 1",White Rabbit,2571
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Don't Look Back,2571
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Better Halves,2573
Aaron Copland & London Symphony Orchestra,"Lost, Season 1",Deus Ex Machina,2582
"Roger Norrington, London Classical Players","LOST, Season 4","There's No Place Like Home, Pt. 3",2582
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",.07%,2585
Aaron Copland & London Symphony Orchestra,"Lost, Season 1",Walkabout,2587
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Five Years Gone,2587
Ton Koopman,"Lost, Season 2",Abandoned,2587
"Roger Norrington, London Classical Players","LOST, Season 4",Ji Yeon,2588
Aaron Copland & London Symphony Orchestra,"Lost, Season 1",House of the Rising Sun,2590
Aaron Copland & London Symphony Orchestra,"Lost, Season 1",Raised By Another,2590
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Distractions,2590
"Roger Norrington, London Classical Players","LOST, Season 4",The Shape of Things to Come,2591
Boston Symphony Orchestra & Seiji Ozawa,"Lost, Season 3",Exposé,2593
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Fallout,2594
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Unexpected,2598
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Landslide,2600
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",The Fix,2600
Ton Koopman,"Lost, Season 2",Fire + Water,2600
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Company Man,2601
Leonard Bernstein & New York Philharmonic,"Heroes, Season 1",Homecoming,2601
